Date,MOVE,10Yyr
2/5/1997,116.77,-0.0419
2/6/1997,111.71,0.0001
2/7/1997,102,0.0681
2/10/1997,99.07,0.0021
2/11/1997,97.76,-0.0099
2/12/1997,99.67,-0.0069
2/13/1997,98.3,0.1051
2/14/1997,96.04,0.0431
2/17/1997,96.3,-0.0019
2/18/1997,96.57,-0.0059
2/19/1997,97.22,-0.0409
2/20/1997,98.8,-0.0729
2/21/1997,100.72,0.0191
2/24/1997,101.11,-0.0169
2/25/1997,101.68,-0.0059
2/26/1997,104.74,-0.1409
2/27/1997,104.32,-0.0219
2/28/1997,102.68,0.0021
3/3/1997,102.71,-0.0159
3/4/1997,101.37,-0.0329
3/5/1997,111.13,0.0331
3/6/1997,111.08,-0.0569
3/7/1997,100.77,0.0861
3/10/1997,103.05,-0.0049
3/11/1997,99.17,-0.0329
3/12/1997,102.71,-0.0329
3/13/1997,105,-0.0929
3/14/1997,101.45,0.0111
3/17/1997,101.91,-0.0219
3/18/1997,100.82,0.0001
3/19/1997,102.91,-0.0249
3/20/1997,102.95,0.0111
3/21/1997,100.04,-0.0229
3/24/1997,98.41,0.0471
3/25/1997,99.69,-0.0579
3/26/1997,96.61,-0.0159
3/27/1997,96.73,-0.1309
3/28/1997,99.56,0.0021
3/31/1997,102.39,0.0041
4/1/1997,99.64,0.0301
4/2/1997,104.84,0.0131
4/3/1997,103.25,0.0071
4/4/1997,92.12,-0.0529
4/7/1997,92.04,0.0501
4/8/1997,91.15,-0.0339
4/9/1997,93.22,-0.0049
4/10/1997,93.15,-0.0109
4/11/1997,93.7,-0.0619
4/14/1997,94.78,-0.0069
4/15/1997,91.07,0.1021
4/16/1997,91.16,-0.0129
4/17/1997,90.2,0.0401
4/18/1997,93.03,0.0211
4/21/1997,98.8,-0.0409
4/22/1997,99.55,0.0361
4/23/1997,103.71,-0.0479
4/24/1997,104.44,-0.0529
4/25/1997,104.53,-0.0069
4/28/1997,101.61,0.0301
4/29/1997,94.59,0.1501
4/30/1997,93.67,0.0401
5/1/1997,94.99,0.0401
5/2/1997,92.91,0.0341
5/5/1997,88.68,-0.0049
5/6/1997,84.82,-0.0109
5/7/1997,96.45,-0.0919
5/8/1997,93.88,0.0221
5/9/1997,100.05,0.0611
5/12/1997,95.09,0.0091
5/13/1997,95,-0.0569
5/14/1997,93.71,0.0511
5/15/1997,88.46,0.0061
5/16/1997,88.38,-0.0589
5/19/1997,93.81,0.0091
5/20/1997,90.99,0.0331
5/21/1997,91.66,-0.0479
5/22/1997,86.18,-0.0239
5/23/1997,86,0.0091
5/26/1997,86.66,0.0001
5/27/1997,87.31,-0.0509
5/28/1997,87.71,-0.0019
5/29/1997,85.49,0.0551
5/30/1997,85.03,0.0791
6/2/1997,93.08,0.0041
6/3/1997,99.67,0.0391
6/4/1997,99.29,-0.0089
6/5/1997,97.3,0.0131
6/6/1997,87.57,0.1261
6/9/1997,88.78,-0.0559
6/10/1997,88.39,-0.0259
6/11/1997,88.17,-0.0109
6/12/1997,83.98,0.0931
6/13/1997,84.47,0.0601
6/16/1997,83.99,0.0281
6/17/1997,84.76,-0.0319
6/18/1997,83.57,0.0381
6/19/1997,83.53,0.0001
6/20/1997,82.57,0.0181
6/23/1997,83.36,-0.0469
6/24/1997,85.39,0.0151
6/25/1997,84.58,-0.0389
6/26/1997,84.8,-0.0449
6/27/1997,83.76,0.0391
6/30/1997,83.66,-0.0489
7/1/1997,83.18,0.0601
7/2/1997,88.13,0.0341
7/3/1997,82.53,0.1011
7/4/1997,82.53,-0.0019
7/7/1997,81.55,0.0491
7/8/1997,82.97,-0.0069
7/9/1997,82.93,0.0131
7/10/1997,83.67,-0.0019
7/11/1997,83.22,0.0341
7/14/1997,83.66,-0.0339
7/15/1997,84.74,0.0031
7/16/1997,82.74,0.0651
7/17/1997,83.57,-0.0099
7/18/1997,84.1,-0.0469
7/21/1997,83.44,-0.0139
7/22/1997,81.74,0.1331
7/23/1997,84.31,-0.0279
7/24/1997,82.33,-0.0039
7/25/1997,82.72,-0.0229
7/28/1997,83.83,0.0491
7/29/1997,83.07,0.0251
7/30/1997,82.6,0.0631
7/31/1997,83.78,0.0311
8/1/1997,86.22,-0.1689
8/4/1997,85.72,-0.0379
8/5/1997,85.87,-0.0129
8/6/1997,84.55,0.0171
8/7/1997,85.01,-0.0299
8/8/1997,88.28,-0.1229
8/11/1997,89.6,0.0051
8/12/1997,89.51,-0.0389
8/13/1997,89.32,0.0581
8/14/1997,83.42,0.0881
8/15/1997,82.68,0.0191
8/18/1997,90.1,0.0261
8/19/1997,87.05,0.0001
8/20/1997,84.9,-0.0319
8/21/1997,83.64,-0.0859
8/22/1997,88.2,-0.0299
8/25/1997,88.79,-0.0279
8/26/1997,88.33,0.0191
8/27/1997,88.62,-0.0059
8/28/1997,87.88,0.0801
8/29/1997,88.52,-0.0459
9/1/1997,88.47,0.0001
9/2/1997,88.42,0.0591
9/3/1997,95.27,-0.0459
9/4/1997,95.13,-0.0039
9/5/1997,87.66,-0.0199
9/8/1997,84.17,0.0241
9/9/1997,83.33,-0.0059
9/10/1997,83.48,-0.0329
9/11/1997,88.03,-0.0259
9/12/1997,81.88,0.1081
9/15/1997,81.45,0.0071
9/16/1997,82.55,0.1731
9/17/1997,82.59,0.0021
9/18/1997,82.93,-0.0129
9/19/1997,82.8,0.0221
9/22/1997,82.51,0.0341
9/23/1997,83.11,-0.0359
9/24/1997,82.24,0.0571
9/25/1997,82.98,-0.0889
9/26/1997,82.2,0.0451
9/29/1997,85.24,-0.0149
9/30/1997,84.77,-0.0069
10/1/1997,84.66,0.0681
10/2/1997,85.07,0.0381
10/3/1997,83.96,0.0091
10/6/1997,86.29,0.0321
10/7/1997,86.33,0.0331
10/8/1997,94.09,-0.1649
10/9/1997,95.09,0.0151
10/10/1997,93.65,-0.0699
10/13/1997,93,-0.0039
10/14/1997,92.36,0.0831
10/15/1997,92.33,-0.0399
10/16/1997,90.11,0.0121
10/17/1997,90.75,-0.0659
10/20/1997,96.09,0.0171
10/21/1997,96.21,0.0151
10/22/1997,95.79,0.0001
10/23/1997,101.19,0.1151
10/24/1997,103.41,0.0301
10/27/1997,105.14,0.1811
10/28/1997,120.16,-0.1849
10/29/1997,106.56,0.1051
10/30/1997,112.05,0.0671
10/31/1997,102.76,-0.0179
11/3/1997,102.82,-0.0739
11/4/1997,102.28,-0.0459
11/5/1997,104.42,0.0421
11/6/1997,102.94,0.0301
11/7/1997,102.3,-0.0229
11/10/1997,97.5,0.0041
11/11/1997,97.5,0.0001
11/12/1997,101.66,0.0461
11/13/1997,100.42,0.0031
11/14/1997,101.73,-0.0299
11/17/1997,102.61,0.0471
11/18/1997,89.94,-0.0089
11/19/1997,88.27,0.0211
11/20/1997,87.28,-0.0269
11/21/1997,86.67,0.0361
11/24/1997,84.52,-0.0249
11/25/1997,84.04,-0.0109
11/26/1997,81.97,-0.0059
11/27/1997,81.97,0.0071
11/28/1997,81.11,-0.0279
12/1/1997,82.21,0.0211
12/2/1997,78.68,0.0001
12/3/1997,77.71,0.0341
12/4/1997,77.49,-0.0269
12/5/1997,73.97,-0.0679
12/8/1997,74.06,-0.0419
12/9/1997,73.43,0.0321
12/10/1997,85.05,0.0461
12/11/1997,85.32,0.0851
12/12/1997,86.3,0.0651
12/15/1997,89.88,-0.0499
12/16/1997,85.08,0.0041
12/17/1997,84.38,-0.0339
12/18/1997,82.77,0.0591
12/19/1997,86.56,0.0131
12/22/1997,86.13,0.0251
12/23/1997,85.77,0.0111
12/24/1997,86.26,-0.0439
12/25/1997,86.26,0.0001
12/26/1997,86.14,0.0061
12/29/1997,86.35,-0.0209
12/30/1997,86.93,-0.0329
12/31/1997,90.54,0.0501
1/1/1998,90.54,-0.0009
1/2/1998,91.21,0.0961
1/5/1998,92.9,0.1411
1/6/1998,94.61,0.0391
1/7/1998,104.35,-0.0619
1/8/1998,101.76,0.0581
1/9/1998,104.99,0.0581
1/12/1998,110.77,0.0491
1/13/1998,104.35,-0.0709
1/14/1998,100.01,-0.0169
1/15/1998,100.07,-0.0059
1/16/1998,100.53,-0.0739
1/19/1998,100.53,0.0051
1/20/1998,102.53,-0.0499
1/21/1998,103.2,0.0391
1/22/1998,104.75,-0.0289
1/23/1998,108.2,-0.1199
1/26/1998,110.13,0.0621
1/27/1998,108.04,-0.0619
1/28/1998,105.27,-0.0039
1/29/1998,103.56,0.1251
1/30/1998,97.89,0.0611
2/2/1998,96.95,-0.0689
2/3/1998,95.65,0.0191
2/4/1998,100.07,0.0041
2/5/1998,99.3,-0.0829
2/6/1998,95.21,0.0171
2/9/1998,91.83,-0.0269
2/10/1998,91.92,0.0161
2/11/1998,90.24,0.0571
2/12/1998,90.44,0.0571
2/13/1998,88.23,0.0301
2/16/1998,88.23,0.0021
2/17/1998,89.57,0.0441
2/18/1998,89.79,-0.0479
2/19/1998,90.17,-0.0239
2/20/1998,88.34,-0.0329
2/23/1998,89.27,-0.0349
2/24/1998,89.2,-0.0859
2/25/1998,86.2,0.0501
2/26/1998,83.96,-0.0409
2/27/1998,82.6,0.0331
3/2/1998,86.12,-0.0749
3/3/1998,88.2,-0.0779
3/4/1998,94.66,0.0551
3/5/1998,97.63,-0.0549
3/6/1998,85.11,0.0611
3/9/1998,82.32,0.0591
3/10/1998,81.95,0.0021
3/11/1998,81.23,0.0231
3/12/1998,80.3,0.0711
3/13/1998,78.09,-0.0209
3/16/1998,77.37,0.0411
3/17/1998,78.57,-0.0179
3/18/1998,77.63,-0.0149
3/19/1998,76.37,-0.0039
3/20/1998,75.06,0.0121
3/23/1998,73.87,-0.0059
3/24/1998,77.26,0.0001
3/25/1998,79.18,-0.0709
3/26/1998,84.52,-0.0479
3/27/1998,86.25,0.0061
3/30/1998,84.88,-0.0229
3/31/1998,85.34,0.0521
4/1/1998,81.73,0.0671
4/2/1998,80.81,0.0441
4/3/1998,78.09,0.0631
4/6/1998,74.72,-0.0269
4/7/1998,75.59,-0.0229
4/8/1998,80.38,-0.0439
4/9/1998,79.52,-0.0059
4/10/1998,79.52,-0.0019
4/13/1998,81.28,-0.0659
4/14/1998,79.74,0.0381
4/15/1998,77.88,0.0171
4/16/1998,76.72,0.0131
4/17/1998,76.59,-0.0069
4/20/1998,79.64,-0.0539
4/21/1998,79.96,-0.0299
4/22/1998,81.8,0.0001
4/23/1998,81.99,-0.0249
4/24/1998,84.4,0.0361
4/27/1998,89.11,-0.1239
4/28/1998,87.84,-0.0189
4/29/1998,89.73,-0.0089
4/30/1998,79.95,0.1411
5/1/1998,76.95,0.0151
5/4/1998,77.13,-0.0029
5/5/1998,76.94,-0.0529
5/6/1998,84.63,0.0641
5/7/1998,87.22,-0.0299
5/8/1998,83.13,-0.0279
5/11/1998,77.82,-0.0609
5/12/1998,76.34,0.0571
5/13/1998,75.65,0.0431
5/14/1998,76.6,-0.0159
5/15/1998,76.15,0.0001
5/18/1998,74.58,0.0391
5/19/1998,72.97,-0.0079
5/20/1998,72.73,0.0421
5/21/1998,73.53,-0.0399
5/22/1998,73.15,0.0151
5/25/1998,73.15,-0.0019
5/26/1998,73.07,0.0681
5/27/1998,75.89,-0.0079
5/28/1998,75.88,0.0081
5/29/1998,74.26,0.0171
6/1/1998,78.93,0.0241
6/2/1998,76.24,-0.0219
6/3/1998,81.83,0.0021
6/4/1998,82.73,-0.0389
6/5/1998,75.23,0.0121
6/8/1998,74.31,0.0061
6/9/1998,74.11,-0.0159
6/10/1998,72.77,0.0761
6/11/1998,71.91,0.0661
6/12/1998,75.83,0.0161
6/15/1998,75.51,0.0781
6/16/1998,82.74,-0.0939
6/17/1998,79.86,-0.1009
6/18/1998,81.79,0.0441
6/19/1998,78.62,0.0391
6/22/1998,78.98,-0.0059
6/23/1998,78.01,0.0161
6/24/1998,78.1,-0.0139
6/25/1998,75.53,0.0001
6/26/1998,76.49,0.0171
6/29/1998,75.69,-0.0109
6/30/1998,75.9,0.0131
7/1/1998,74.19,0.0141
7/2/1998,70.4,0.0231
7/3/1998,70.4,0.0001
7/6/1998,70.48,0.0201
7/7/1998,70.08,-0.0279
7/8/1998,74.06,-0.0129
7/9/1998,75.44,0.0271
7/10/1998,74.19,-0.0079
7/13/1998,74.17,-0.0589
7/14/1998,75.44,-0.0149
7/15/1998,74.63,0.0061
7/16/1998,74.84,-0.0179
7/17/1998,74.94,-0.0099
7/20/1998,75.86,0.0371
7/21/1998,74.02,0.0371
7/22/1998,68.96,-0.0229
7/23/1998,63.45,0.0231
7/24/1998,63.61,-0.0249
7/27/1998,64.93,-0.0119
7/28/1998,65.11,-0.0209
7/29/1998,68.54,-0.0309
7/30/1998,62.33,0.0231
7/31/1998,57.89,0.0051
8/3/1998,57.5,0.0451
8/4/1998,61.15,0.0391
8/5/1998,67.7,-0.0309
8/6/1998,67.83,0.0001
8/7/1998,62.4,0.0421
8/10/1998,61.62,-0.0059
8/11/1998,65.91,0.0271
8/12/1998,68.09,-0.0029
8/13/1998,67.97,-0.0569
8/14/1998,72.65,0.0491
8/17/1998,67.71,0.0011
8/18/1998,67.55,-0.0189
8/19/1998,67,0.0001
8/20/1998,70.39,0.0311
8/21/1998,89.06,0.0881
8/24/1998,85.08,0.0001
8/25/1998,91.55,0.0561
8/26/1998,93.43,0.0341
8/27/1998,110.58,0.1251
8/28/1998,103.59,0.0111
8/31/1998,107.25,0.0861
9/1/1998,112.72,-0.0859
9/2/1998,105.16,-0.0059
9/3/1998,104.88,0.0401
9/4/1998,102.65,0.0151
9/7/1998,102.65,0.0021
9/8/1998,90.66,-0.0499
9/9/1998,94.23,0.1401
9/10/1998,109.19,0.1401
9/11/1998,120.14,-0.0489
9/14/1998,110.04,-0.0269
9/15/1998,116.1,-0.0299
9/16/1998,109.74,0.0161
9/17/1998,120.18,0.0951
9/18/1998,127.03,0.0811
9/21/1998,122.71,0.0211
9/22/1998,117.4,-0.0349
9/23/1998,118.09,0.0411
9/24/1998,122.12,0.0381
9/25/1998,128.16,0.0701
9/28/1998,124.81,-0.0289
9/29/1998,113.56,0.0231
9/30/1998,124.22,0.1461
10/1/1998,141.17,0.1221
10/2/1998,136.03,0.0181
10/5/1998,144.74,0.1181
10/6/1998,141.68,-0.0349
10/7/1998,157.12,-0.2039
10/8/1998,195,-0.1589
10/9/1998,186,-0.2239
10/12/1998,179.12,0.0041
10/13/1998,167.29,0.0581
10/14/1998,163.7,0.1131
10/15/1998,167.99,0.2101
10/16/1998,158,-0.0449
10/19/1998,148.11,-0.0269
10/20/1998,146,-0.1039
10/21/1998,145,0.0041
10/22/1998,138,-0.0439
10/23/1998,135,-0.0879
10/26/1998,132,0.0321
10/27/1998,135.26,0.0671
10/28/1998,136.13,0.0471
10/29/1998,123.14,0.0581
10/30/1998,121.06,-0.1059
11/2/1998,125.43,-0.1589
11/3/1998,125.53,0.0281
11/4/1998,132.84,-0.1489
11/5/1998,130.05,0.0371
11/6/1998,135.66,-0.0919
11/9/1998,138.61,0.0801
11/10/1998,139.23,0.0341
11/11/1998,139.23,0.0021
11/12/1998,135.68,0.0441
11/13/1998,130.29,-0.0299
11/16/1998,126.93,-0.0539
11/17/1998,109.94,-0.0079
11/18/1998,100.64,0.0281
11/19/1998,97.17,-0.0039
11/20/1998,92.17,0.0341
11/23/1998,89.44,-0.0399
11/24/1998,87.11,0.0221
11/25/1998,87.3,0.0001
11/26/1998,87.3,0.0021
11/27/1998,87.3,0.0221
11/30/1998,87.22,0.0941
12/1/1998,88.99,0.0651
12/2/1998,97.21,0.0591
12/3/1998,103.11,0.0511
12/4/1998,96.25,-0.0879
12/7/1998,94.45,-0.0369
12/8/1998,94.64,0.0711
12/9/1998,102.75,0.0251
12/10/1998,104.91,0.0451
12/11/1998,107.65,-0.0919
12/14/1998,108.05,0.0431
12/15/1998,110.96,-0.0489
12/16/1998,111.22,0.0811
12/17/1998,112.77,-0.0369
12/18/1998,109.24,0.0151
12/21/1998,104.92,-0.0759
12/22/1998,106.17,-0.0619
12/23/1998,106.6,-0.0969
12/24/1998,114,-0.0529
12/25/1998,114,0.0021
12/28/1998,116.39,0.0951
12/29/1998,118.4,0.0751
12/30/1998,116.71,0.0361
12/31/1998,121.13,-0.0059
1/1/1999,121.13,-0.0059
1/4/1999,118.19,-0.0209
1/5/1999,115.74,-0.0679
1/6/1999,115.47,0.0361
1/7/1999,111.37,-0.0639
1/8/1999,106.82,-0.0989
1/11/1999,109.38,-0.0549
1/12/1999,107.35,0.1091
1/13/1999,112.72,0.1111
1/14/1999,114.69,0.0951
1/15/1999,112.85,-0.0749
1/18/1999,112.85,0.0121
1/19/1999,109.62,-0.0399
1/20/1999,100.89,-0.0339
1/21/1999,99.15,0.0681
1/22/1999,104.19,0.0561
1/25/1999,104.35,-0.0379
1/26/1999,99.47,-0.0319
1/27/1999,96.93,0.0201
1/28/1999,92.08,0.0141
1/29/1999,87.16,0.0081
2/1/1999,86.88,-0.1019
2/2/1999,91.69,-0.0449
2/3/1999,95.7,-0.0279
2/4/1999,95.68,-0.0509
2/5/1999,94.82,-0.0639
2/8/1999,92,0.0211
2/9/1999,91.62,0.0391
2/10/1999,89.55,-0.0489
2/11/1999,86.18,0.0101
2/12/1999,92.04,-0.1329
2/15/1999,92.04,-0.0059
2/16/1999,93.01,0.0461
2/17/1999,92.5,0.0431
2/18/1999,88.94,-0.0829
2/19/1999,89.57,-0.0209
2/22/1999,89.16,0.0601
2/23/1999,84.23,-0.0959
2/24/1999,86.19,-0.0649
2/25/1999,105.45,-0.1739
2/26/1999,101.44,0.0621
3/1/1999,105.94,-0.1029
3/2/1999,104.7,0.0701
3/3/1999,109.65,-0.0639
3/4/1999,110.02,-0.0349
3/5/1999,97.14,0.1051
3/8/1999,95.94,0.0511
3/9/1999,95.72,0.0911
3/10/1999,92.13,-0.0189
3/11/1999,87.25,-0.0089
3/12/1999,85.28,0.0531
3/15/1999,82.21,0.0001
3/16/1999,83.05,0.0401
3/17/1999,84.15,-0.0149
3/18/1999,81.36,0.0191
3/19/1999,81.15,-0.0809
3/22/1999,81.67,-0.0149
3/23/1999,82.57,0.0431
3/24/1999,83.77,0.0001
3/25/1999,83.1,-0.0579
3/26/1999,90.1,0.0151
3/29/1999,88.67,-0.0599
3/30/1999,86.75,0.0681
3/31/1999,85.17,-0.0509
4/1/1999,86.65,-0.0369
4/2/1999,79.45,0.0921
4/5/1999,79.7,-0.0029
4/6/1999,78.5,0.0661
4/7/1999,79.75,0.0021
4/8/1999,80.26,0.0861
4/9/1999,78.4,-0.0169
4/12/1999,75.6,0.0021
4/13/1999,76.02,-0.0519
4/14/1999,77.12,-0.0239
4/15/1999,78.05,-0.0419
4/16/1999,81.29,-0.0519
4/19/1999,79.85,0.0721
4/20/1999,81.19,0.0131
4/21/1999,81.47,-0.0449
4/22/1999,82.04,-0.0659
4/23/1999,79.88,-0.0049
4/26/1999,80.66,0.0301
4/27/1999,80.91,0.0171
4/28/1999,82.09,-0.0579
4/29/1999,78.08,0.0471
4/30/1999,84.85,-0.1319
5/3/1999,85.69,-0.0109
5/4/1999,86.83,-0.0459
5/5/1999,95.79,0.0111
5/6/1999,97.32,-0.1169
5/7/1999,90.57,-0.0309
5/10/1999,89.86,0.0081
5/11/1999,90.42,-0.0439
5/12/1999,94.26,0.0081
5/13/1999,90.24,0.1581
5/14/1999,94.43,-0.2159
5/17/1999,100.1,-0.0079
5/18/1999,94.52,-0.0249
5/19/1999,94.56,0.0661
5/20/1999,91.92,0.0041
5/21/1999,96.93,0.0871
5/24/1999,94.87,0.0251
5/25/1999,95.78,0.0061
5/26/1999,96.54,-0.0779
5/27/1999,105.98,-0.0749
5/28/1999,104.78,0.0061
5/31/1999,104.78,-0.0019
6/1/1999,114.05,-0.1359
6/2/1999,120.15,-0.0229
6/3/1999,115.26,-0.0219
6/4/1999,107.4,-0.0039
6/7/1999,106.54,0.0151
6/8/1999,109.28,-0.0319
6/9/1999,112.36,-0.0639
6/10/1999,117.61,-0.0429
6/11/1999,121.36,-0.1019
6/14/1999,116.37,0.0671
6/15/1999,118.8,-0.0109
6/16/1999,108.66,0.0521
6/17/1999,98.86,0.1371
6/18/1999,90.9,-0.0389
6/21/1999,94.61,-0.0579
6/22/1999,99.26,-0.0379
6/23/1999,107.44,-0.1059
6/24/1999,109.65,0.0001
6/25/1999,108.58,0.0151
6/28/1999,105.98,0.0711
6/29/1999,109.2,0.0171
6/30/1999,102.05,0.1461
7/1/1999,103.94,-0.0599
7/2/1999,99.85,0.0121
7/5/1999,99.85,0.0091
7/6/1999,96.16,-0.0489
7/7/1999,101.14,-0.0239
7/8/1999,103.69,0.0661
7/9/1999,103.68,0.0001
7/12/1999,105.52,0.1001
7/13/1999,107.12,0.0211
7/14/1999,105.17,-0.0269
7/15/1999,101.56,0.0081
7/16/1999,99.18,0.0571
7/19/1999,100.89,0.0051
7/20/1999,101.73,0.0291
7/21/1999,100.68,-0.0229
7/22/1999,96.25,-0.1229
7/23/1999,103.57,-0.0559
7/26/1999,107.4,-0.0069
7/27/1999,106.12,0.0351
7/28/1999,104.28,0.0121
7/29/1999,106.2,-0.0769
7/30/1999,106.97,-0.0309
8/2/1999,106.19,-0.0129
8/3/1999,108.06,-0.0409
8/4/1999,112.94,0.0191
8/5/1999,113.29,0.0781
8/6/1999,114.26,-0.1779
8/9/1999,119.66,-0.0909
8/10/1999,115.36,-0.0199
8/11/1999,111.05,0.0571
8/12/1999,108.19,0.0101
8/13/1999,102.46,0.1031
8/16/1999,105.76,0.0151
8/17/1999,100.73,0.0831
8/18/1999,104.25,0.0061
8/19/1999,108.53,-0.0199
8/20/1999,107.66,0.0191
8/23/1999,103.77,-0.0129
8/24/1999,96.63,0.0731
8/25/1999,96.73,0.0971
8/26/1999,101.94,-0.0489
8/27/1999,102.63,-0.0959
8/30/1999,105.78,-0.0909
8/31/1999,109.1,-0.0149
9/1/1999,108.26,-0.0059
9/2/1999,110.02,-0.0319
9/3/1999,99.05,0.1201
9/6/1999,99.05,-0.0039
9/7/1999,100.83,-0.0459
9/8/1999,109.96,0.0121
9/9/1999,109.43,-0.0379
9/10/1999,105.22,0.0661
9/13/1999,103.66,0.0001
9/14/1999,103.65,-0.0609
9/15/1999,99.82,0.0401
9/16/1999,97.3,0.0211
9/17/1999,95.3,0.0271
9/20/1999,92.67,-0.0349
9/21/1999,94.68,-0.0189
9/22/1999,96.57,0.0171
9/23/1999,94.8,0.1171
9/24/1999,98.64,0.0181
9/27/1999,96.42,-0.0469
9/28/1999,100.76,-0.0859
9/29/1999,103.66,-0.0509
9/30/1999,104.59,0.0801
10/1/1999,107.58,-0.0969
10/4/1999,104.36,0.0431
10/5/1999,101.72,-0.1019
10/6/1999,113.95,-0.0059
10/7/1999,107.07,0.0001
10/8/1999,99.36,0.0061
10/11/1999,99.36,-0.0039
10/12/1999,102.72,-0.0109
10/13/1999,103.36,-0.0599
10/14/1999,104.23,-0.0619
10/15/1999,104.87,0.1031
10/18/1999,107.44,-0.0769
10/19/1999,103.16,-0.0349
10/20/1999,97.13,0.0061
10/21/1999,99.99,-0.0169
10/22/1999,96.85,-0.0039
10/25/1999,101.56,-0.0109
10/26/1999,100.33,-0.0329
10/27/1999,101.28,0.0371
10/28/1999,93.67,0.0801
10/29/1999,94.14,0.0971
11/1/1999,94.25,-0.0239
11/2/1999,93.78,0.0301
11/3/1999,102.5,0.0241
11/4/1999,102.81,0.0361
11/5/1999,96.51,0.0321
11/8/1999,94.64,-0.0109
11/9/1999,92.56,-0.0189
11/10/1999,91.36,-0.0209
11/11/1999,91.36,-0.0069
11/12/1999,93.22,0.0561
11/15/1999,91.13,0.0081
11/16/1999,84.35,-0.0379
11/17/1999,83.15,-0.0749
11/18/1999,81.6,-0.0189
11/19/1999,82.1,-0.0049
11/22/1999,83.2,-0.0279
11/23/1999,79.85,0.0071
11/24/1999,82.86,0.0001
11/25/1999,82.86,0.0001
11/26/1999,82.86,-0.0389
11/29/1999,81.88,-0.0899
11/30/1999,82.64,0.0161
12/1/1999,86.93,-0.0089
12/2/1999,90.99,-0.0329
12/3/1999,85.81,0.0721
12/6/1999,81.5,0.0221
12/7/1999,79.75,0.0391
12/8/1999,84.63,-0.0349
12/9/1999,86.47,0.0091
12/10/1999,87.67,0.0541
12/13/1999,83.16,-0.0279
12/14/1999,85.22,-0.1159
12/15/1999,89.13,-0.0199
12/16/1999,94.87,-0.0689
12/17/1999,93.14,0.0221
12/20/1999,96.08,-0.0709
12/21/1999,89.67,-0.0219
12/22/1999,89.18,0.0041
12/23/1999,86.57,-0.0429
12/24/1999,86.57,0.0071
12/27/1999,89.55,0.0071
12/28/1999,92.69,-0.0119
12/29/1999,95.02,0.0291
12/30/1999,95.02,0.0181
12/31/1999,98.89,-0.0759
1/3/2000,102.95,-0.1499
1/4/2000,101.3,0.0951
1/5/2000,106.69,-0.0969
1/6/2000,105.21,0.0701
1/7/2000,97.81,0.0091
1/10/2000,97.13,-0.0369
1/11/2000,101.03,-0.1049
1/12/2000,104.11,-0.0459
1/13/2000,100.44,0.0731
1/14/2000,94.61,-0.0489
1/17/2000,94.61,-0.0019
1/18/2000,95.91,-0.0669
1/19/2000,96.67,0.0161
1/20/2000,95.25,-0.0559
1/21/2000,96.6,0.0231
1/24/2000,94.16,0.0801
1/25/2000,96.28,-0.0069
1/26/2000,95.45,0.0281
1/27/2000,95.03,-0.0279
1/28/2000,102.58,0.0341
1/31/2000,106.26,-0.0069
2/1/2000,104.72,0.0461
2/2/2000,109.22,0.0461
2/3/2000,119.13,0.0841
2/4/2000,118.86,-0.0599
2/7/2000,120.42,-0.0899
2/8/2000,112.84,0.0261
2/9/2000,109.04,-0.0469
2/10/2000,106.33,-0.0109
2/11/2000,106.07,0.0671
2/14/2000,102.76,0.0501
2/15/2000,104.86,0.0021
2/16/2000,104.31,0.0071
2/17/2000,100.77,-0.0219
2/18/2000,101.13,0.0781
2/21/2000,101.13,-0.0039
2/22/2000,106.35,0.1321
2/23/2000,106.18,-0.0609
2/24/2000,111.35,0.0571
2/25/2000,111.68,0.0391
2/28/2000,108.61,-0.0959
2/29/2000,106.64,0.0131
3/1/2000,104.14,0.0231
3/2/2000,99.68,0.0021
3/3/2000,94.85,-0.0039
3/6/2000,92.06,-0.0229
3/7/2000,97.13,0.0381
3/8/2000,103.67,-0.0059
3/9/2000,103.49,0.0361
3/10/2000,100.52,-0.0399
3/13/2000,101.36,0.0131
3/14/2000,104.39,0.0781
3/15/2000,105.54,0.0011
3/16/2000,103.72,0.0461
3/17/2000,101.67,0.0511
3/20/2000,97.1,0.0111
3/21/2000,95.1,0.0481
3/22/2000,93.95,0.0231
3/23/2000,101.83,0.0341
3/24/2000,102.31,-0.1129
3/27/2000,101.49,0.0061
3/28/2000,104.08,0.0341
3/29/2000,106.47,0.0041
3/30/2000,109.42,0.0921
3/31/2000,106.45,0.0511
4/3/2000,102.95,0.0391
4/4/2000,110.61,0.0701
4/5/2000,114.76,0.0231
4/6/2000,109.66,-0.0619
4/7/2000,106.93,0.0811
4/10/2000,103.57,0.0821
4/11/2000,108.52,-0.1109
4/12/2000,111.73,-0.0529
4/13/2000,109.46,0.0291
4/14/2000,123.75,0.0561
4/17/2000,120.51,-0.1879
4/18/2000,114.7,-0.0209
4/19/2000,107.49,0.0671
4/20/2000,104.44,-0.0019
4/21/2000,104.44,0.0071
4/24/2000,103.99,-0.0299
4/25/2000,108.67,-0.1109
4/26/2000,110.51,-0.0019
4/27/2000,106.22,-0.0929
4/28/2000,103.83,0.0111
5/1/2000,103.12,-0.0659
5/2/2000,102.55,-0.0209
5/3/2000,112.98,-0.1019
5/4/2000,110.82,-0.0259
5/5/2000,108.99,-0.0779
5/8/2000,110.73,-0.0549
5/9/2000,112.67,0.0311
